# BUSCO version is: 5.8.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
35904at4891	Complete	h2tg000055l_path	260822	261574	+	150.1	118	https://www.orthodb.org/v10?query=35904at4891	SNARE
35907at4891	Complete	h2tg000102l_path	23084	21657	-	372.2	358	https://www.orthodb.org/v10?query=35907at4891	Ribosomal lysine N-methyltransferase 4
35912at4891	Complete	h2tg000055l_path	33689	32634	-	262.3	207	https://www.orthodb.org/v10?query=35912at4891	SNARE
35931at4891	Complete	h2tg000005l_path	153792	153394	-	191.6	111	https://www.orthodb.org/v10?query=35931at4891	Ubiquitin-conjugating enzyme variant MMS2
35950at4891	Complete	h2tg000055l_path	301299	300640	-	288.7	161	https://www.orthodb.org/v10?query=35950at4891	5-demethoxyubiquinone hydroxylase, mitochondrial
35981at4891	Complete	h2tg000032l_path	6387	5920	-	114.0	104	https://www.orthodb.org/v10?query=35981at4891	Uncharacterized membrane protein
36033at4891	Complete	h2tg000014l_path	156038	157150	+	308.7	279	https://www.orthodb.org/v10?query=36033at4891	Mitotic exit network interactor 1
36106at4891	Complete	h2tg000075l_path	70662	71024	+	143.1	71	https://www.orthodb.org/v10?query=36106at4891	Zinc finger, RING-type
36113at4891	Complete	h2tg000055l_path	294276	293911	-	152.9	103	https://www.orthodb.org/v10?query=36113at4891	Profilin
36167at4891	Complete	h2tg000048l_path	90402	89650	-	230.5	190	https://www.orthodb.org/v10?query=36167at4891	similar to Saccharomyces cerevisiae YNL246W VPS75 NAP family histone chaperone
36168at4891	Complete	h2tg000036l_path	14034	13240	-	238.7	192	https://www.orthodb.org/v10?query=36168at4891	Eukaryotic translation initiation factor 3 subunit J
36186at4891	Complete	h2tg000097l_path	10135	11238	+	238.9	222	https://www.orthodb.org/v10?query=36186at4891	Non-structural maintenance of chromosome element 4
36195at4891	Complete	h2tg000015l_path	23459	24079	+	216.6	143	https://www.orthodb.org/v10?query=36195at4891	thioredoxin-like protein
36239at4891	Complete	h2tg000099l_path	195700	194759	-	124.5	168	https://www.orthodb.org/v10?query=36239at4891	pre-mRNA 3'-splice site binding
36248at4891	Complete	h2tg000070l_path	51124	50795	-	131.0	78	https://www.orthodb.org/v10?query=36248at4891	Ribosomal protein S13
36258at4891	Complete	h2tg000015l_path	53462	53758	+	138.0	91	https://www.orthodb.org/v10?query=36258at4891	RNA-binding domain superfamily
36316at4891	Complete	h2tg000099l_path	9541	10035	+	102.1	69	https://www.orthodb.org/v10?query=36316at4891	anaphase promoting complex subunit 11
36328at4891	Complete	h2tg000006l_path	93599	92973	-	130.3	119	https://www.orthodb.org/v10?query=36328at4891	Golgi to ER traffic protein 1
36350at4891	Complete	h2tg000082l_path	83515	83970	+	192.6	109	https://www.orthodb.org/v10?query=36350at4891	Cytochrome b5-like heme/steroid binding domain
36374at4891	Complete	h2tg000134l_path	3414	2220	-	294.9	223	https://www.orthodb.org/v10?query=36374at4891	XPC-binding domain
36407at4891	Complete	h2tg000046l_path	23151	25106	+	444.8	413	https://www.orthodb.org/v10?query=36407at4891	Plasma membrane fusion protein PRM1
36448at4891	Complete	h2tg000126l_path	10354	11016	+	219.6	165	https://www.orthodb.org/v10?query=36448at4891	Ribosomal protein L10P
36485at4891	Complete	h2tg000006l_path	95393	94842	-	194.9	155	https://www.orthodb.org/v10?query=36485at4891	Co-chaperone Hsc20
36486at4891	Complete	h2tg000006l_path	179311	179942	+	230.3	132	https://www.orthodb.org/v10?query=36486at4891	Sulfhydryl oxidase
36529at4891	Complete	h2tg000065l_path	262633	261971	-	191.4	161	https://www.orthodb.org/v10?query=36529at4891	Snf7 family
36572at4891	Complete	h2tg000029l_path	120893	120510	-	136.0	92	https://www.orthodb.org/v10?query=36572at4891	ribosomal protein S6
36573at4891	Complete	h2tg000133l_path	41350	41763	+	130.7	86	https://www.orthodb.org/v10?query=36573at4891	Chromatin-remodeling complex subunit IES6
36583at4891	Complete	h2tg000006l_path	11030	11410	+	145.9	95	https://www.orthodb.org/v10?query=36583at4891	Ribosomal protein L7/L12
36627at4891	Complete	h2tg000058l_path	44491	44970	+	123.8	121	https://www.orthodb.org/v10?query=36627at4891	Cap-associated protein CAF20
36646at4891	Complete	h2tg000029l_path	43562	44233	+	257.9	189	https://www.orthodb.org/v10?query=36646at4891	Snf7 family
36650at4891	Complete	h2tg000013l_path	62140	62502	+	160.9	94	https://www.orthodb.org/v10?query=36650at4891	Ribosomal protein S10
36716at4891	Complete	h2tg000119l_path	99473	99886	+	222.5	130	https://www.orthodb.org/v10?query=36716at4891	Deoxyuridine 5'-triphosphate nucleotidohydrolase
36731at4891	Complete	h2tg000075l_path	127007	126348	-	200.0	168	https://www.orthodb.org/v10?query=36731at4891	phosphotransferase KptA/Tpt1
36787at4891	Complete	h2tg000090l_path	43800	43456	-	144.0	95	https://www.orthodb.org/v10?query=36787at4891	glucocorticoid receptor-like (DNA-binding domain)
36796at4891	Complete	h2tg000135l_path	72728	73102	+	202.6	112	https://www.orthodb.org/v10?query=36796at4891	Nuclear transport factor 2
36811at4891	Complete	h2tg000049l_path	38453	38776	+	166.9	90	https://www.orthodb.org/v10?query=36811at4891	DNA-directed RNA polymerase, RBP11-like dimerisation domain
36821at4891	Complete	h2tg000080l_path	73718	73341	-	246.4	118	https://www.orthodb.org/v10?query=36821at4891	2Fe-2S ferredoxin-like superfamily
36839at4891	Complete	h2tg000028l_path	55145	56476	+	185.8	225	https://www.orthodb.org/v10?query=36839at4891	Smr domain
36879at4891	Complete	h2tg000006l_path	163068	162715	-	160.2	88	https://www.orthodb.org/v10?query=36879at4891	V-type proton ATPase subunit F
36882at4891	Complete	h2tg000075l_path	81110	81523	+	261.1	136	https://www.orthodb.org/v10?query=36882at4891	Ribosomal protein L23/L15e core domain superfamily
36885at4891	Complete	h2tg000135l_path	1409	1885	+	241.5	134	https://www.orthodb.org/v10?query=36885at4891	V-type proton ATPase proteolipid subunit
36899at4891	Complete	h2tg000089l_path	36782	36195	-	234.9	156	https://www.orthodb.org/v10?query=36899at4891	Sulfhydryl oxidase
36968at4891	Complete	h2tg000096l_path	33900	33409	-	127.4	99	https://www.orthodb.org/v10?query=36968at4891	histidine-phosphotransfer domain, HPT domain-containing protein
36972at4891	Complete	h2tg000140l_path	30335	29316	-	338.6	242	https://www.orthodb.org/v10?query=36972at4891	SH3 domain
36980at4891	Complete	h2tg000045l_path	8254	8676	+	106.8	110	https://www.orthodb.org/v10?query=36980at4891	Histone deacetylase complex subunit SAP30/SAP30-like
37011at4891	Complete	h2tg000129l_path	84162	85307	+	256.5	182	https://www.orthodb.org/v10?query=37011at4891	Sensitive to high expression protein 9, mitochondrial
37075at4891	Complete	h2tg000143l_path	50637	49864	-	214.4	163	https://www.orthodb.org/v10?query=37075at4891	Putative pantetheine-phosphate adenylyltransferase
37089at4891	Duplicated	h2tg000039l_path	147822	147134	-	198.1	104	https://www.orthodb.org/v10?query=37089at4891	Ribosomal protein L31e
37089at4891	Duplicated	h2tg000098l_path	5444	6203	+	197.8	104	https://www.orthodb.org/v10?query=37089at4891	Ribosomal protein L31e
37126at4891	Complete	h2tg000110l_path	46001	46387	+	213.3	118	https://www.orthodb.org/v10?query=37126at4891	Ribosomal protein L32e
37133at4891	Complete	h2tg000089l_path	119521	119940	+	109.1	93	https://www.orthodb.org/v10?query=37133at4891	Ribosomal protein/NADH dehydrogenase domain
37136at4891	Complete	h2tg000118l_path	47332	46889	-	112.9	79	https://www.orthodb.org/v10?query=37136at4891	Proteasome maturation factor UMP1
37165at4891	Missing
37187at4891	Complete	h2tg000055l_path	223681	224699	+	157.6	204	https://www.orthodb.org/v10?query=37187at4891	Oligosaccharyl transferase complex, subunit OST3/OST6
37194at4891	Complete	h2tg000126l_path	95199	96446	+	127.9	154	https://www.orthodb.org/v10?query=37194at4891	DNA-directed RNA polymerase III subunit, putative
37216at4891	Complete	h2tg000021l_path	95806	96159	+	135.7	102	https://www.orthodb.org/v10?query=37216at4891	Cytochrome c oxidase-assembly factor COX16, mitochondrial
37231at4891	Complete	h2tg000039l_path	222473	223063	+	194.0	141	https://www.orthodb.org/v10?query=37231at4891	Pre-rRNA processing protein TSR2
37266at4891	Complete	h2tg000006l_path	253590	253285	-	107.8	74	https://www.orthodb.org/v10?query=37266at4891	Transcription elongation factor SPT4
37274at4891	Complete	h2tg000110l_path	80720	80373	-	205.7	108	https://www.orthodb.org/v10?query=37274at4891	Autophagy-related protein
37305at4891	Complete	h2tg000123l_path	61648	62505	+	119.6	159	https://www.orthodb.org/v10?query=37305at4891	Protein of unknown function DUF2373
37332at4891	Complete	h2tg000142l_path	33911	34609	+	87.0	92	https://www.orthodb.org/v10?query=37332at4891	Clathrin light chain
37340at4891	Complete	h2tg000019l_path	36899	37711	+	206.1	233	https://www.orthodb.org/v10?query=37340at4891	Zinc finger, RING-type
37378at4891	Fragmented	h2tg000145l_path	12365	12931	+	84.2	67	https://www.orthodb.org/v10?query=37378at4891	WLM domain
37386at4891	Complete	h2tg000022l_path	14246	14932	+	157.4	140	https://www.orthodb.org/v10?query=37386at4891	Ubiquitin carboxyl-terminal hydrolase
37398at4891	Complete	h2tg000029l_path	153202	154734	+	393.0	402	https://www.orthodb.org/v10?query=37398at4891	MICOS complex subunit MIC60
37443at4891	Complete	h2tg000044l_path	48501	47164	-	182.7	223	https://www.orthodb.org/v10?query=37443at4891	N2227-like
37483at4891	Complete	h2tg000099l_path	37895	38542	+	160.4	151	https://www.orthodb.org/v10?query=37483at4891	N-(5'-phosphoribosyl)anthranilate isomerase
37540at4891	Complete	h2tg000007l_path	45550	46665	+	400.7	284	https://www.orthodb.org/v10?query=37540at4891	SURF1-like protein
37570at4891	Duplicated	h2tg000114l_path	68030	67449	-	152.0	133	https://www.orthodb.org/v10?query=37570at4891	Glutaredoxin
37570at4891	Duplicated	h2tg000099l_path	8590	9063	+	152.0	123	https://www.orthodb.org/v10?query=37570at4891	Glutaredoxin
37574at4891	Complete	h2tg000020l_path	18181	16751	-	161.9	204	https://www.orthodb.org/v10?query=37574at4891	Protein of unknown function DUF5427
37581at4891	Complete	h2tg000078l_path	61547	62560	+	141.8	162	https://www.orthodb.org/v10?query=37581at4891	General transcription factor TFIIH, subunit Tfb6
37593at4891	Complete	h2tg000085l_path	6285	4993	-	269.8	262	https://www.orthodb.org/v10?query=37593at4891	tRNA-splicing endonuclease, subunit Sen54
37625at4891	Complete	h2tg000021l_path	124991	125575	+	248.5	166	https://www.orthodb.org/v10?query=37625at4891	Translation machinery-associated protein 22
37639at4891	Complete	h2tg000049l_path	7058	7777	+	294.2	220	https://www.orthodb.org/v10?query=37639at4891	P-loop containing nucleoside triphosphate hydrolase protein
37641at4891	Complete	h2tg000026l_path	25041	25769	+	145.7	157	https://www.orthodb.org/v10?query=37641at4891	p-loop containing nucleoside triphosphate hydrolase protein
37668at4891	Complete	h2tg000028l_path	61550	61924	+	113.2	86	https://www.orthodb.org/v10?query=37668at4891	Sulfiredoxin
37677at4891	Complete	h2tg000036l_path	14981	14484	-	167.0	135	https://www.orthodb.org/v10?query=37677at4891	PRELI/MSF1 domain
37680at4891	Complete	h2tg000019l_path	106434	106712	+	120.6	72	https://www.orthodb.org/v10?query=37680at4891	Cytochrome b-c1 complex subunit 8
37696at4891	Duplicated	h2tg000140l_path	55287	55643	+	205.7	106	https://www.orthodb.org/v10?query=37696at4891	40S ribosomal protein S26
37696at4891	Duplicated	h2tg000004l_path	98653	98297	-	202.6	106	https://www.orthodb.org/v10?query=37696at4891	40S ribosomal protein S26
37735at4891	Complete	h2tg000089l_path	208307	208813	+	161.4	128	https://www.orthodb.org/v10?query=37735at4891	Rrp15p-domain-containing protein
37786at4891	Complete	h2tg000075l_path	70378	69758	-	159.7	132	https://www.orthodb.org/v10?query=37786at4891	Mediator of RNA polymerase II transcription subunit 7
37840at4891	Complete	h2tg000096l_path	78384	78923	+	198.6	144	https://www.orthodb.org/v10?query=37840at4891	Shr3 amino acid permease chaperone
37889at4891	Complete	h2tg000107l_path	9168	8536	-	119.4	134	https://www.orthodb.org/v10?query=37889at4891	5-formyltetrahydrofolate cyclo-ligase
37906at4891	Complete	h2tg000109l_path	25621	27495	+	305.8	285	https://www.orthodb.org/v10?query=37906at4891	SWR1-complex protein 3
37925at4891	Complete	h2tg000096l_path	87493	87936	+	232.7	126	https://www.orthodb.org/v10?query=37925at4891	H/ACA ribonucleoprotein complex subunit 2
37939at4891	Complete	h2tg000021l_path	95362	94757	-	186.6	132	https://www.orthodb.org/v10?query=37939at4891	Integral membrane protein
37965at4891	Complete	h2tg000014l_path	180461	181997	+	228.1	300	https://www.orthodb.org/v10?query=37965at4891	Protein FYV10
37978at4891	Complete	h2tg000029l_path	13577	13942	+	140.4	90	https://www.orthodb.org/v10?query=37978at4891	Transcription initiation factor IIA subunit 2
38019at4891	Complete	h2tg000021l_path	191862	192566	+	242.4	219	https://www.orthodb.org/v10?query=38019at4891	Pre-mRNA-splicing factor ISY1
38028at4891	Complete	h2tg000069l_path	15465	14995	-	191.4	119	https://www.orthodb.org/v10?query=38028at4891	ribosomal protein L11
38051at4891	Complete	h2tg000144l_path	36234	35620	-	183.6	95	https://www.orthodb.org/v10?query=38051at4891	H/ACA ribonucleoprotein complex subunit
38055at4891	Complete	h2tg000055l_path	51757	50960	-	187.2	174	https://www.orthodb.org/v10?query=38055at4891	Mitochondrial distribution and morphology protein 12
38101at4891	Complete	h2tg000108l_path	24952	25389	+	112.3	99	https://www.orthodb.org/v10?query=38101at4891	Ribonuclease P/MRP protein subunit POP5
38133at4891	Complete	h2tg000034l_path	8035	8400	+	76.3	55	https://www.orthodb.org/v10?query=38133at4891	Long chronological lifespan protein 2
38146at4891	Complete	h2tg000110l_path	89969	90214	+	136.1	68	https://www.orthodb.org/v10?query=38146at4891	Zf-CSL-domain-containing protein
38164at4891	Complete	h2tg000147l_path	14250	13849	-	93.8	81	https://www.orthodb.org/v10?query=38164at4891	Chromosome transmission fidelity protein 8
38176at4891	Complete	h2tg000058l_path	6815	7345	+	158.0	141	https://www.orthodb.org/v10?query=38176at4891	Tma16 superfamily
38257at4891	Complete	h2tg000083l_path	21678	22700	+	186.9	219	https://www.orthodb.org/v10?query=38257at4891	mitochondrial ribosomal protein L51
38264at4891	Complete	h2tg000126l_path	134839	135588	+	268.4	221	https://www.orthodb.org/v10?query=38264at4891	Regulator of phospholipase D SRF1
38279at4891	Complete	h2tg000005l_path	77747	77397	-	104.1	70	https://www.orthodb.org/v10?query=38279at4891	Mediator of RNA polymerase II transcription subunit 31
38355at4891	Complete	h2tg000029l_path	288796	287846	-	205.2	160	https://www.orthodb.org/v10?query=38355at4891	Similar to Saccharomyces cerevisiae YKR088C TVP38 Integral membrane protein localized to late Golgi vesicles along with the v-SNARE Tlg2p
38364at4891	Complete	h2tg000122l_path	40550	41536	+	191.8	161	https://www.orthodb.org/v10?query=38364at4891	Ubiquitin-like domain superfamily
38368at4891	Complete	h2tg000021l_path	246884	248161	+	211.6	252	https://www.orthodb.org/v10?query=38368at4891	Winged helix-like DNA-binding domain superfamily
38422at4891	Complete	h2tg000049l_path	43930	43409	-	189.7	165	https://www.orthodb.org/v10?query=38422at4891	RNA-binding domain superfamily
38461at4891	Complete	h2tg000065l_path	251746	251246	-	188.0	126	https://www.orthodb.org/v10?query=38461at4891	Golgi apparatus membrane protein TVP18
38465at4891	Complete	h2tg000015l_path	31107	31403	+	104.7	62	https://www.orthodb.org/v10?query=38465at4891	Ubiquitin-related modifier 1
38523at4891	Complete	h2tg000006l_path	47296	47775	+	107.3	94	https://www.orthodb.org/v10?query=38523at4891	UDP-N-acetylglucosamine transferase subunit ALG13
38532at4891	Complete	h2tg000076l_path	85992	86609	+	139.6	132	https://www.orthodb.org/v10?query=38532at4891	Mediator of RNA polymerase II transcription subunit 4
38540at4891	Complete	h2tg000103l_path	36720	37646	+	168.5	169	https://www.orthodb.org/v10?query=38540at4891	Manganese/iron superoxide dismutase, C-terminal
38555at4891	Complete	h2tg000087l_path	3214	2861	-	124.7	80	https://www.orthodb.org/v10?query=38555at4891	Ribosomal protein S16
38560at4891	Complete	h2tg000005l_path	165629	165991	+	171.5	83	https://www.orthodb.org/v10?query=38560at4891	Mitochondrial pyruvate carrier
38648at4891	Complete	h2tg000102l_path	5900	6553	+	135.4	106	https://www.orthodb.org/v10?query=38648at4891	Longin-like domain superfamily
38671at4891	Complete	h2tg000039l_path	149046	149717	+	89.8	65	https://www.orthodb.org/v10?query=38671at4891	Domain of unknown function DUF4050
38697at4891	Complete	h2tg000006l_path	49828	51429	+	207.4	211	https://www.orthodb.org/v10?query=38697at4891	Arrestin, C-terminal
38710at4891	Complete	h2tg000009l_path	4686	4982	+	104.0	79	https://www.orthodb.org/v10?query=38710at4891	mitochondrial ribosome small subunit component
38727at4891	Complete	h2tg000013l_path	206834	207220	+	106.4	77	https://www.orthodb.org/v10?query=38727at4891	Protein FYV4, mitochondrial
38748at4891	Complete	h2tg000147l_path	14439	15173	+	102.3	147	https://www.orthodb.org/v10?query=38748at4891	Protein lunapark
38759at4891	Complete	h2tg000065l_path	125786	126766	+	259.2	174	https://www.orthodb.org/v10?query=38759at4891	Putative membrane protein
38778at4891	Missing
38787at4891	Complete	h2tg000144l_path	94560	94823	+	113.3	74	https://www.orthodb.org/v10?query=38787at4891	Cytochrome c oxidase-assembly factor COX23, mitochondrial
38792at4891	Complete	h2tg000104l_path	1357	983	-	143.7	104	https://www.orthodb.org/v10?query=38792at4891	Histone-fold-containing protein
38798at4891	Complete	h2tg000128l_path	57922	57506	-	156.8	111	https://www.orthodb.org/v10?query=38798at4891	Mediator complex, subunit Med21
38811at4891	Complete	h2tg000067l_path	33472	33188	-	88.3	71	https://www.orthodb.org/v10?query=38811at4891	Cytochrome c oxidase, subunit VIb
